task_category,assigned_to,creation_day,creation_month_num,is_weekend_creation,title_word_count,team_total_load_at_creation,developer_workload_at_creation,dev_historical_delay_rate,dev_avg_past_duration,is_delayed
design,Developer_D,Thursday,12,0,1,20,1,0.10526315789473684,6.163627558479531,1
tech,Developer_A,Thursday,12,0,5,20,9,0.5294117647058824,65.14039215686275,0
tech,Developer_A,Thursday,12,0,6,21,10,0.5,63.12578639403293,0
tech,Developer_A,Thursday,12,0,6,22,11,0.47368421052631576,61.32323038499026,0
tech,Developer_A,Thursday,12,0,6,23,12,0.45,59.70093287037038,0
tech,Developer_A,Thursday,12,0,3,24,13,0.42857142857142855,58.23314318783069,0
tech,Developer_A,Thursday,12,0,5,25,14,0.4090909090909091,56.898788404882154,0
tech,Developer_A,Thursday,12,0,9,26,15,0.391304347826087,55.68046296296296,0
tech,Developer_A,Thursday,12,0,5,27,16,0.375,54.56366512345679,0
tech,Developer_A,Thursday,12,0,3,28,17,0.36,53.53620277777778,0
tech,Developer_A,Thursday,12,0,3,29,18,0.34615384615384615,52.587778222934475,0
tech,Developer_A,Thursday,12,0,3,30,19,0.3333333333333333,51.709607338820305,0
tech,Developer_A,Thursday,12,0,4,31,20,0.32142857142857145,50.894158812830696,0
tech,Developer_A,Thursday,12,0,4,32,21,0.3103448275862069,50.13494731800767,0
tech,Developer_A,Thursday,12,0,4,33,22,0.3,49.42634837962964,0
tech,Developer_A,Thursday,12,0,4,34,23,0.2903225806451613,48.7634599014337,0
tech,Developer_A,Thursday,12,0,3,35,24,0.28125,48.141993634259265,0
tech,Developer_A,Thursday,12,0,4,36,25,0.2727272727272727,47.55818918350169,0
tech,Developer_A,Thursday,12,0,2,37,26,0.2647058823529412,47.008725149782144,0
tech,Developer_A,Thursday,12,0,3,38,27,0.2571428571428571,46.49065674603175,0
tech,Developer_A,Thursday,12,0,3,39,28,0.25,46.00136541923869,0
tech,Developer_J,Thursday,12,0,3,40,0,0.41090244879469073,40.216871344188284,1
product,Developer_I,Saturday,12,1,8,41,2,0.6666666666666666,54.66040895061729,1
product,Developer_C,Saturday,12,1,8,42,4,0.2222222222222222,29.988140432098774,1
research,Developer_F,Saturday,12,1,3,43,1,0.5714285714285714,17.067852182539678,1
research,Developer_F,Saturday,12,1,12,44,2,0.625,21.58665509259259,1
design,Developer_D,Thursday,12,0,3,43,1,0.15,8.955648726851852,0
design,Developer_D,Thursday,12,0,4,44,2,0.14285714285714285,8.754759700176365,0
research,Developer_F,Friday,12,0,7,45,3,0.6666666666666666,21.312718621399174,1
design,Developer_D,Tuesday,12,0,3,45,3,0.13636363636363635,8.57211174242424,0
design,Developer_D,Tuesday,12,0,3,46,4,0.13043478260869565,8.199737318840578,0
research,Developer_F,Tuesday,12,0,8,43,3,0.7,23.964054398148143,1
design,Developer_D,Thursday,12,0,3,44,1,0.125,7.858378665123456,0
tech,Developer_A,Thursday,12,0,4,44,29,0.24324324324324326,45.538522897897906,0
research,Developer_F,Thursday,12,0,8,44,3,0.7272727272727273,32.25996001683502,0
operations,Developer_H,Thursday,12,0,3,45,1,0.5,45.21239583333333,1
tech,Developer_A,Thursday,12,0,3,46,30,0.23684210526315788,44.550225389863556,0
tech,Developer_A,Friday,1,0,9,20,5,0.23076923076923078,44.151517687559355,0
tech,Developer_A,Friday,1,0,1,20,5,0.225,43.8749140625,0
research,Developer_F,Friday,1,0,4,21,3,0.6666666666666666,30.088747106481478,0
product,Developer_I,Friday,1,0,1,21,3,0.75,55.54159432870371,0
research,Developer_F,Friday,1,0,5,21,4,0.6153846153846154,28.162818732193728,0
tech,Developer_E,Wednesday,1,0,2,21,1,1.0,295.02023148148146,0
tech,Developer_J,Wednesday,1,0,2,22,1,1.0,81.57541666666667,0
operations,Developer_A,Wednesday,1,0,2,23,5,0.21951219512195122,42.92722560975609,1
operations,Developer_F,Wednesday,1,0,2,24,5,0.5714285714285714,27.009949570105817,0
operations,Developer_C,Wednesday,1,0,2,25,3,0.3,32.807812500000004,1
operations,Developer_E,Wednesday,1,0,2,26,2,0.5,147.51716435185185,0
operations,Developer_J,Wednesday,1,0,2,27,2,0.5,40.794583333333335,0
operations,Developer_H,Wednesday,1,0,2,28,1,0.6666666666666666,39.81533564814814,0
product,Developer_C,Wednesday,1,0,3,29,4,0.36363636363636365,36.37118055555556,1
research,Developer_F,Wednesday,1,0,3,28,6,0.5333333333333333,25.81359799382716,0
research,Developer_H,Wednesday,1,0,3,29,2,0.5,32.85960358796296,0
design,Developer_D,Wednesday,1,0,2,30,1,0.12,7.544092592592591,0
design,Developer_D,Monday,2,0,4,28,2,0.11538461538461539,7.714660345441595,0
tech,Developer_A,Monday,2,0,5,29,6,0.23809523809523808,42.47461171737213,0
tech,Developer_J,Tuesday,2,0,14,23,1,0.3333333333333333,28.863850308641975,1
tech,Developer_E,Tuesday,2,0,12,24,2,0.3333333333333333,101.36657793209876,0
design,Developer_D,Wednesday,2,0,2,20,2,0.1111111111111111,7.688286179698216,1
research,Developer_F,Friday,2,0,6,16,1,0.5,24.764733072916663,0
tech,Developer_A,Saturday,2,1,9,16,4,0.23255813953488372,41.5336412575366,0
tech,Developer_J,Sunday,2,1,4,15,2,0.5,46.60060185185185,1
tech,Developer_E,Monday,2,0,7,15,1,0.25,77.20796296296295,1
design,Developer_D,Monday,2,0,4,14,1,0.14285714285714285,9.665373677248677,1
design,Developer_D,Monday,2,0,6,15,2,0.1724137931034483,12.297980922733077,0
research,Developer_F,Wednesday,2,0,7,15,2,0.47058823529411764,23.893336056644873,1
product,Developer_C,Wednesday,2,0,3,16,2,0.4166666666666667,39.339513888888895,1
product,Developer_I,Wednesday,2,0,6,17,0,0.6,47.25136805555556,1
research,Unassigned,Thursday,2,0,12,18,0,1.0,17.07497685185185,0
tech,Developer_K,Tuesday,2,0,4,17,0,0.41090244879469073,40.216871344188284,1
research,Developer_F,Friday,2,0,4,18,2,0.5,25.688631687242793,0
research,Developer_F,Friday,2,0,3,19,3,0.47368421052631576,24.336647173489276,0
design,Developer_D,Friday,2,0,2,20,3,0.16666666666666666,12.255056327160494,1
research,Developer_F,Monday,2,0,3,17,2,0.45,23.270212962962958,0
tech,Developer_K,Thursday,2,0,6,16,1,1.0,71.70090277777778,1
tech,Developer_E,Thursday,2,0,7,17,2,0.4,98.71261574074073,1
tech,Developer_J,Thursday,2,0,6,18,2,0.6,56.29532638888888,1
research,Unassigned,Friday,2,0,3,19,0,0.5,9.499236111111111,1
research,Developer_C,Friday,2,0,5,20,3,0.46153846153846156,40.77737802706553,1
research,Developer_C,Friday,2,0,4,21,4,0.5,40.865947420634924,1
research,Developer_F,Friday,2,0,7,22,2,0.42857142857142855,22.16223600088183,1
research,Developer_F,Friday,2,0,5,23,3,0.45454545454545453,22.97705229377104,1
design,Developer_D,Wednesday,4,0,2,20,2,0.1935483870967742,14.2791207437276,1
design,Developer_D,Wednesday,4,0,4,21,3,0.21875,14.705631148726852,1
operations,Developer_F,Sunday,4,1,9,15,0,0.4782608695652174,23.72094907407407,0
operations,Developer_H,Wednesday,4,0,5,13,0,0.4,28.097476851851848,1
tech,Developer_J,Thursday,4,0,3,14,3,0.6666666666666666,55.94145833333332,0
tech,Developer_K,Thursday,4,0,3,15,1,1.0,58.55886574074074,0
operations,Developer_A,Thursday,4,0,5,16,2,0.22727272727272727,40.58971038510101,1
tech,Developer_K,Wednesday,4,0,6,14,1,0.6666666666666666,40.74850694444444,0
tech,Developer_J,Wednesday,4,0,3,15,2,0.5714285714285714,48.682380952380946,0
tech,Developer_A,Wednesday,4,0,3,16,3,0.24444444444444444,40.13759645061728,0
tech,Developer_L,Wednesday,4,0,3,17,0,0.41090244879469073,40.216871344188284,0
research,Developer_F,Wednesday,4,0,11,18,0,0.4583333333333333,22.73260127314815,0
research,Developer_F,Wednesday,4,0,12,19,1,0.44,21.825187500000002,1
research,Developer_F,Friday,4,0,4,19,1,0.46153846153846156,21.669497863247862,1
product,Developer_C,Monday,4,0,6,20,0,0.5333333333333333,40.94269907407408,1
product,Developer_C,Monday,4,0,5,21,1,0.5625,46.49457175925926,1
product,Developer_C,Monday,4,0,5,22,2,0.5882352941176471,51.393284994553376,0
product,Developer_C,Monday,4,0,3,23,3,0.5555555555555556,50.26148791152263,1
product,Developer_I,Monday,4,0,5,24,1,0.6666666666666666,96.54621141975309,0
tech,Developer_K,Wednesday,5,0,3,23,0,0.5,32.46218171296296,0
tech,Developer_J,Wednesday,5,0,3,24,3,0.5,44.34810908564815,0
design,Developer_D,Wednesday,5,0,7,21,4,0.24242424242424243,15.106303661616161,1
design,Developer_D,Wednesday,5,0,4,18,1,0.2647058823529412,15.283305078976033,0
product,Developer_C,Wednesday,5,0,3,18,4,0.5789473684210527,54.44621040448342,0
design,Developer_D,Wednesday,5,0,5,19,1,0.2571428571428571,14.846643849206348,0
research,Developer_F,Saturday,5,1,4,20,2,0.48148148148148145,21.897367112482854,0
research,Developer_F,Saturday,5,1,7,21,3,0.4642857142857143,21.4420205026455,1
research,Developer_F,Saturday,5,1,8,22,4,0.4827586206896552,21.35548132183908,0
tech,Developer_J,Sunday,5,1,2,23,2,0.4444444444444444,39.43356352880658,0
tech,Developer_K,Sunday,5,1,2,24,0,0.4,25.993412037037036,0
tech,Developer_E,Sunday,5,1,3,25,2,0.5,89.82996527777777,1
product,Developer_I,Sunday,5,1,3,25,2,0.5714285714285714,85.04430224867725,0
product,Developer_C,Sunday,5,1,2,25,5,0.55,52.071678819444436,0
product,Developer_I,Wednesday,5,0,5,24,2,0.5,74.41387876157407,1
product,Developer_C,Wednesday,5,0,5,24,6,0.5238095238095238,50.45254629629628,0
tech,Developer_L,Thursday,5,0,5,21,1,0.0,22.951828703703704,0
research,Developer_F,Sunday,5,1,6,20,4,0.4666666666666667,21.046309027777777,0
tech,Developer_E,Wednesday,5,0,6,19,3,0.5714285714285714,90.57039847883597,1
design,Developer_D,Wednesday,5,0,2,20,1,0.25,14.566679848251027,0
design,Developer_D,Wednesday,5,0,5,21,2,0.24324324324324326,14.367615740740739,0
research,Developer_F,Thursday,5,0,5,21,2,0.45161290322580644,20.405627986857823,0
tech,Developer_J,Friday,5,0,3,21,0,0.4,35.91281018518518,1
operations,Developer_H,Friday,5,0,5,22,1,0.5,30.565790895061724,0
tech,Developer_A,Friday,5,0,8,22,3,0.2391304347826087,40.0468118458132,0
tech,Developer_E,Friday,5,0,8,23,4,0.625,89.84791377314815,1
tech,Developer_E,Monday,5,0,3,24,5,0.6666666666666666,89.0643492798354,0
tech,Developer_A,Monday,5,0,3,25,4,0.23404255319148937,39.449357269503544,0
tech,Developer_E,Monday,5,0,3,26,6,0.6,82.67291319444445,1
design,Developer_D,Wednesday,5,0,3,27,3,0.23684210526315788,14.178635173001947,0
product,Developer_I,Friday,5,0,3,15,2,0.5555555555555556,94.1654308127572,1
product,Developer_C,Friday,5,0,3,16,3,0.5,48.840326178451164,1
product,Developer_I,Friday,5,0,3,17,3,0.6,108.34755787037037,1
product,Developer_C,Friday,5,0,3,18,4,0.5217391304347826,52.93722675120772,1
product,Developer_I,Friday,5,0,4,19,4,0.6363636363636364,119.95107428451178,1
product,Developer_C,Friday,5,0,4,20,5,0.5416666666666666,56.69270109953703,1
product,Developer_C,Friday,5,0,3,21,6,0.56,58.33288518518518,1
tech,Developer_E,Sunday,6,1,4,22,7,0.6363636363636364,86.80881944444445,1
tech,Developer_J,Sunday,6,1,4,23,1,0.45454545454545453,36.8257460016835,1
tech,Developer_A,Sunday,6,1,5,24,2,0.22916666666666666,39.15140166859568,0
research,Developer_F,Tuesday,6,0,6,25,0,0.4375,19.982037760416667,0
research,Developer_F,Tuesday,6,0,8,26,1,0.42424242424242425,19.673457140852975,1
research,Developer_F,Tuesday,6,0,6,27,2,0.4411764705882353,19.737358728213508,1
research,Developer_F,Tuesday,6,0,6,28,3,0.45714285714285713,19.79758068783069,1
research,Developer_F,Tuesday,6,0,8,29,4,0.4722222222222222,20.129128086419755,0
research,Developer_F,Tuesday,6,0,10,30,5,0.4594594594594595,19.7922484984985,0
research,Developer_F,Tuesday,6,0,7,31,6,0.4473684210526316,19.639911976120857,0
design,Developer_D,Wednesday,6,0,4,32,0,0.23076923076923078,13.815560600664766,0
design,Developer_D,Wednesday,6,0,3,33,1,0.225,13.823906249999999,1
design,Developer_D,Wednesday,6,0,6,34,2,0.24390243902439024,14.101572662601626,1
design,Developer_D,Wednesday,6,0,5,35,3,0.2619047619047619,15.890368165784832,1
operations,Developer_E,Wednesday,6,0,4,36,8,0.6666666666666666,93.26875868055556,0
tech,Developer_E,Wednesday,6,0,7,36,9,0.6153846153846154,86.79034633190885,0
tech,Developer_J,Wednesday,6,0,3,36,2,0.5,42.09223379629629,1
design,Developer_D,Wednesday,6,0,8,37,4,0.27906976744186046,17.59591758182601,0
design,Developer_D,Thursday,6,0,2,38,5,0.2727272727272727,17.60900042087542,0
design,Developer_D,Saturday,6,1,8,37,6,0.26666666666666666,17.595208076131687,0
research,Developer_F,Friday,6,0,7,35,3,0.4358974358974359,19.49533208689459,0
tech,Developer_M,Friday,6,0,1,32,0,0.41090244879469073,40.216871344188284,0
operations,Developer_H,Wednesday,6,0,4,30,0,0.42857142857142855,26.19930555555555,0
operations,Developer_H,Wednesday,6,0,4,30,0,0.375,22.92443287037037,1
operations,Developer_H,Wednesday,6,0,5,31,1,0.4444444444444444,28.171467335390943,0
tech,Developer_M,Thursday,6,0,4,31,0,0.0,0.0005787037037037,1
tech,Developer_M,Thursday,6,0,1,32,1,0.5,33.53901620370371,0
tech,Developer_M,Thursday,6,0,3,33,2,0.3333333333333333,24.79484953703704,0
tech,Developer_L,Friday,6,0,5,34,0,0.0,11.979166666666666,1
tech,Developer_M,Friday,7,0,3,29,1,0.25,20.42210069444445,0
tech,Developer_M,Friday,7,0,2,30,2,0.2,23.59256018518519,0
research,Developer_F,Saturday,7,1,7,30,0,0.425,19.008019386574073,0
research,Developer_F,Saturday,7,1,10,31,1,0.4146341463414634,18.693121612466125,1
research,Developer_F,Saturday,7,1,10,32,2,0.42857142857142855,18.799562114197528,0
research,Developer_F,Saturday,7,1,8,33,3,0.4186046511627907,18.413380706287683,0
research,Developer_F,Saturday,7,1,5,34,4,0.4090909090909091,18.250319865319863,1
tech,Developer_E,Wednesday,7,0,3,33,7,0.5714285714285714,81.741605489418,0
tech,Developer_A,Wednesday,7,0,3,34,1,0.22448979591836735,39.133960459183676,0
tech,Developer_E,Wednesday,7,0,4,33,7,0.5333333333333333,76.29218904320989,1
tech,Developer_A,Wednesday,7,0,4,34,1,0.22,38.351286342592594,1
tech,Developer_J,Wednesday,7,0,4,35,2,0.5384615384615384,48.02159811253561,1
tech,Developer_J,Wednesday,7,0,4,36,3,0.5714285714285714,51.09558201058201,1
tech,Developer_A,Wednesday,7,0,4,36,1,0.23529411764705882,39.57513752723312,0
design,Developer_D,Wednesday,7,0,3,36,2,0.2608695652173913,17.549758202495976,1
design,Developer_D,Wednesday,7,0,8,37,3,0.2765957446808511,18.327371700157606,1
design,Developer_D,Wednesday,7,0,2,36,4,0.2916666666666667,19.07247974537037,1
design,Developer_D,Wednesday,7,0,3,37,5,0.30612244897959184,19.64373535525321,1
design,Developer_D,Wednesday,7,0,3,38,6,0.32,20.19213634259259,1
research,Developer_F,Friday,7,0,6,39,2,0.4222222222222222,19.105674382716046,0
tech,Developer_E,Friday,7,0,2,39,8,0.5625,77.82193070023149,1
tech,Developer_J,Friday,7,0,2,40,4,0.6,53.75969135802469,1
design,Developer_D,Wednesday,7,0,2,40,7,0.3333333333333333,20.71901665758896,1
design,Developer_D,Wednesday,7,0,6,41,8,0.34615384615384615,20.957247596153845,1
design,Developer_D,Wednesday,7,0,3,42,9,0.3584905660377358,21.186411818658282,1
research,Developer_F,Monday,8,0,7,43,1,0.41304347826086957,18.690343699677936,0
research,Developer_F,Monday,8,0,6,43,1,0.40425531914893614,18.292703161938533,0
research,Developer_F,Monday,8,0,7,44,2,0.3958333333333333,18.138449315200617,1
research,Developer_F,Monday,8,0,6,45,3,0.40816326530612246,18.171390778533635,1
tech,Developer_A,Saturday,8,1,4,44,1,0.23076923076923078,38.814081864316236,0
tech,Developer_M,Saturday,8,1,4,45,1,0.16666666666666666,25.58147569444445,0
tech,Developer_A,Saturday,8,1,4,46,2,0.22641509433962265,38.542819488120195,0
tech,Developer_M,Saturday,8,1,4,47,2,0.14285714285714285,25.282910052910058,0
tech,Developer_A,Saturday,8,1,5,48,3,0.2222222222222222,38.30033286179699,1
tech,Developer_A,Saturday,8,1,7,49,4,0.23636363636363636,39.395049452861954,1
tech,Developer_A,Saturday,8,1,4,50,5,0.25,40.25399739583333,0
tech,Developer_M,Saturday,8,1,4,51,3,0.125,25.30426070601852,0
design,Developer_D,Sunday,8,1,5,52,10,0.37037037037037035,21.40708654835391,1
design,Developer_D,Sunday,8,1,4,53,11,0.38181818181818183,21.581011574074076,1
design,Developer_D,Sunday,8,1,7,54,12,0.39285714285714285,21.58904079861111,1
tech,Developer_A,Wednesday,8,0,5,55,6,0.24561403508771928,39.976078622482135,0
tech,Developer_J,Thursday,8,0,2,56,5,0.625,53.25440682870371,0
tech,Developer_E,Thursday,8,0,10,57,9,0.5882352941176471,79.71359885620916,1
tech,Developer_J,Thursday,8,0,6,58,6,0.5882352941176471,51.3167933006536,0
tech,Developer_J,Thursday,8,0,4,59,7,0.5555555555555556,49.59439300411523,0
tech,Developer_E,Thursday,8,0,10,60,10,0.6111111111111112,81.18853073559671,1
tech,Developer_E,Sunday,8,1,3,55,6,0.631578947368421,80.33842653508772,1
tech,Developer_J,Wednesday,8,0,2,56,8,0.5263157894736842,48.0532352582846,0
tech,Developer_E,Wednesday,8,0,3,57,7,0.65,80.67987905092593,1
product,Developer_I,Sunday,8,1,3,55,5,0.6666666666666666,129.6206346450617,1
product,Developer_C,Sunday,8,1,3,56,7,0.5769230769230769,59.84688924501424,1
tech,Developer_M,Wednesday,9,0,8,40,1,0.1111111111111111,25.10001929012346,0
tech,Developer_M,Wednesday,9,0,11,41,2,0.1,25.895240740740746,0
tech,Developer_M,Wednesday,9,0,12,42,3,0.09090909090909091,26.54588173400674,1
tech,Developer_A,Wednesday,9,0,11,43,4,0.2413793103448276,39.63107439335887,0
tech,Developer_A,Wednesday,9,0,12,44,5,0.23728813559322035,39.43372979441306,0
tech,Developer_A,Wednesday,9,0,12,45,6,0.23333333333333334,39.095618248456795,0
tech,Developer_A,Wednesday,9,0,12,46,7,0.22950819672131148,38.91351794930176,1
research,Developer_F,Thursday,9,0,5,40,0,0.42,18.286905555555556,0
product,Developer_I,Friday,9,0,4,38,6,0.6923076923076923,130.65309027777775,0
product,Developer_C,Friday,9,0,4,39,6,0.5925925925925926,59.486819272976675,0
operations,Developer_G,Friday,9,0,5,37,0,0.3333333333333333,24.345717592592592,1
operations,Developer_G,Friday,9,0,3,38,1,0.5,29.520957754629627,1
operations,Developer_G,Friday,9,0,6,39,2,0.6,35.87461574074074,1
operations,Developer_G,Friday,9,0,4,40,3,0.6666666666666666,37.40309413580247,1
operations,Developer_G,Friday,9,0,4,41,4,0.7142857142857143,38.494224537037034,1
operations,Developer_G,Friday,9,0,5,42,5,0.75,39.308885995370375,1
operations,Developer_H,Friday,9,0,2,43,0,0.4,25.354335648148144,0
tech,Developer_J,Friday,9,0,7,43,5,0.5,46.35136226851852,0
research,Developer_F,Friday,9,0,4,44,0,0.4117647058823529,17.92848924291939,0
research,Developer_F,Friday,9,0,7,45,1,0.40384615384615385,17.73143318198006,1
research,Developer_F,Saturday,9,1,7,46,2,0.41509433962264153,17.93912037037037,0
research,Developer_F,Saturday,9,1,5,47,3,0.4074074074074074,17.619448731138547,0
research,Developer_F,Saturday,9,1,4,48,4,0.4,17.54842297979798,0
design,Developer_D,Monday,9,0,5,48,2,0.40350877192982454,21.753651924951264,1
tech,Developer_J,Tuesday,9,0,6,49,6,0.47619047619047616,45.724426807760146,0
product,Developer_C,Wednesday,9,0,4,48,4,0.5714285714285714,58.55318907076719,0
design,Developer_D,Wednesday,9,0,4,47,1,0.41379310344827586,21.998719268837803,1
research,Developer_F,Monday,9,0,6,47,3,0.39285714285714285,17.479929108796295,0
research,Developer_F,Monday,9,0,5,48,4,0.38596491228070173,17.228154848927876,0
research,Developer_F,Monday,9,0,4,49,5,0.3793103448275862,16.98505467752235,0
product,Developer_I,Friday,9,0,5,48,7,0.6428571428571429,123.70255456349204,0
research,Developer_F,Saturday,9,1,4,48,3,0.3728813559322034,16.778027306967985,0
tech,Developer_E,Tuesday,9,0,4,45,8,0.6666666666666666,80.50375826719578,0
tech,Developer_E,Tuesday,9,0,3,46,9,0.6363636363636364,78.46504156144782,1
research,Developer_F,Sunday,9,1,7,47,1,0.36666666666666664,16.50313097993827,0
research,Developer_F,Sunday,9,1,4,48,2,0.36065573770491804,16.232617827868854,0
tech,Developer_A,Thursday,10,0,4,44,4,0.24193548387096775,39.28745519713262,0
tech,Developer_A,Thursday,10,0,3,45,5,0.23809523809523808,38.66429526748972,0
tech,Developer_A,Thursday,10,0,6,46,6,0.234375,38.06061396846065,0
tech,Developer_A,Thursday,10,0,9,47,7,0.23076923076923078,37.47550338319089,0
tech,Developer_A,Thursday,10,0,12,48,8,0.22727272727272727,36.908091680695854,0
research,Developer_F,Saturday,10,1,10,44,0,0.3548387096774194,15.970808691756272,0
tech,Developer_A,Monday,10,0,5,42,5,0.22388059701492538,36.45942941542289,0
tech,Developer_A,Monday,10,0,6,43,6,0.22058823529411764,36.15791853894336,0
tech,Developer_M,Monday,10,0,6,44,1,0.16666666666666666,29.50887731481482,0
tech,Developer_M,Monday,10,0,8,45,2,0.15384615384615385,29.47262197293448,1
tech,Developer_M,Monday,10,0,6,46,3,0.21428571428571427,38.26297371031746,1
tech,Developer_E,Wednesday,10,0,5,47,9,0.6521739130434783,77.92212962962964,1
tech,Developer_E,Wednesday,10,0,4,48,10,0.6666666666666666,76.79852044753086,1
tech,Developer_E,Wednesday,10,0,4,49,11,0.68,75.76477314814815,1
tech,Developer_E,Wednesday,10,0,6,50,12,0.6923076923076923,74.81043580840456,1
tech,Developer_E,Wednesday,10,0,4,51,13,0.7037037037037037,74.6309966563786,1
tech,Developer_E,Wednesday,10,0,3,52,14,0.7142857142857143,75.21501818783068,0
tech,Developer_E,Wednesday,10,0,4,53,15,0.6896551724137931,73.33253232758621,1
